# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Fri Jun 28 02:49:43 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system:  2MASS <i>JHK</i><sub>s</sub>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Jmag    Hmag    Ksmag
0.0015467 -1.00000 10.07918 0.7640047073 2.4054508595    0.763  0.051  3.7881  4.374    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 8.338e-01 1.650e-01 2.023e-04 5.550e-05 5.060e-04 -1.000 1.185e-03 4.644 3.676 3.397 3.360
0.0015467 -1.00000 10.07918 0.7743600011 2.4094150053    0.774  0.115  3.7912  4.328    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-13      0.00 8.388e-01 1.601e-01 1.974e-04 5.419e-05 4.943e-04 -1.000 1.117e-03 4.481 3.530 3.256 3.220
0.0015467 -1.00000 10.07918 0.7840639949 2.4130207384    0.783  0.180  3.7934  4.277    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-13      0.00 8.429e-01 1.560e-01 1.933e-04 5.310e-05 4.846e-04 -1.000 1.103e-03 4.320 3.380 3.110 3.076
0.0015467 -1.00000 10.07918 0.7926220298 2.4161165530    0.792  0.241  3.7948  4.226    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-13      0.00 8.447e-01 1.542e-01 1.914e-04 5.260e-05 4.802e-04 -1.000 1.129e-03 4.167 3.233 2.966 2.933
0.0015467 -1.00000 10.07918 0.7945463061 2.4168020951    0.794  0.256  3.7950  4.214    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-14      0.00 8.450e-01 1.539e-01 1.912e-04 5.253e-05 4.795e-04 -1.000 1.137e-03 4.131 3.199 2.932 2.899
0.0015467 -1.00000 10.07918 0.7978438735 2.4179680477    0.797  0.282  3.7949  4.188    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -7.63e-14      0.00 8.453e-01 1.536e-01 1.909e-04 5.245e-05 4.789e-04 -1.000 1.137e-03 4.064 3.131 2.864 2.831
0.0015467 -1.00000 10.07918 0.8000000119 2.4187244405    0.799  0.301  3.7945  4.169    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-13      0.00 8.455e-01 1.534e-01 1.907e-04 5.241e-05 4.785e-04 -1.000 1.118e-03 4.017 3.083 2.815 2.782
0.0015467 -1.00000 10.07918 0.8036515713 2.4199948007    0.802  0.333  3.7939  4.137    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -2.55e-13      0.00 8.452e-01 1.538e-01 1.913e-04 5.256e-05 4.799e-04 -1.000 1.089e-03 3.938 3.000 2.733 2.699
0.0015467 -1.00000 10.07918 0.8087474108 2.4217455870    0.807  0.382  3.7916  4.082    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -3.04e-13      0.00 8.440e-01 1.549e-01 1.931e-04 5.308e-05 4.846e-04 -1.000 1.131e-03 3.816 2.867 2.595 2.560
0.0015467 -1.00000 10.07918 0.8097284436 2.4220797345    0.808  0.392  3.7910  4.070    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -3.15e-13      0.00 8.437e-01 1.551e-01 1.934e-04 5.318e-05 4.855e-04 -1.000 1.140e-03 3.791 2.839 2.566 2.531
0.0015467 -1.00000 10.07918 0.8129560947 2.4231725555    0.812  0.428  3.7872  4.020    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -3.63e-13      0.00 8.410e-01 1.579e-01 1.976e-04 5.431e-05 4.958e-04 -1.000 1.145e-03 3.699 2.729 2.449 2.412
0.0015467 -1.00000 10.07918 0.8163912892 2.4243247373    0.815  0.472  3.7805  3.952    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -4.32e-13      0.00 8.323e-01 1.666e-01 2.093e-04 5.751e-05 5.249e-04 -1.000 1.185e-03 3.591 2.589 2.296 2.255
0.0015467 -1.00000 10.07918 0.8187477589 2.4251086829    0.817  0.504  3.7727  3.889    2  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -5e-13      0.00 8.150e-01 1.837e-01 2.279e-04 6.254e-05 5.704e-04 -1.000 1.288e-03 3.511 2.471 2.163 2.119
0.0015467 -1.00000 10.07918 0.8204788566 2.4256812827    0.819  0.528  3.7638  3.830    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -5.66e-13      0.00 7.950e-01 2.036e-01 2.459e-04 6.739e-05 6.139e-04 -1.000 1.387e-03 3.449 2.367 2.043 1.993
0.0015467 -1.00000 10.07918 0.8218962550 2.4261480546    0.820  0.552  3.7542  3.768    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -6.42e-13      0.00 7.804e-01 2.181e-01 2.584e-04 7.073e-05 6.436e-04 -1.000 1.465e-03 3.389 2.265 1.921 1.866
0.0015467 -1.00000 10.07918 0.8229977489 2.4265095175    0.821  0.581  3.7460  3.708    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.33e-13      0.00 7.723e-01 2.262e-01 2.654e-04 7.259e-05 6.601e-04 -1.000 1.485e-03 3.319 2.159 1.799 1.739
0.0015467 -1.00000 10.07918 0.8238890171 2.4268011801    0.822  0.614  3.7398  3.650    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -8.46e-13      0.00 7.674e-01 2.311e-01 2.696e-04 7.370e-05 6.701e-04 -1.000 1.499e-03 3.234 2.048 1.675 1.612
0.0015467 -1.00000 10.07918 0.8245944977 2.4270315307    0.823  0.649  3.7356  3.598    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.73e-13      0.00 7.642e-01 2.343e-01 2.722e-04 7.440e-05 6.763e-04 -1.000 1.543e-03 3.147 1.944 1.560 1.495
0.0015467 -1.00000 10.07918 0.8249441385 2.4271455260    0.823  0.669  3.7337  3.572    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-12      0.00 7.627e-01 2.357e-01 2.733e-04 7.470e-05 6.790e-04 -1.000 1.566e-03 3.098 1.887 1.499 1.433
0.0015467 -1.00000 10.07918 0.8250667453 2.4271854739    0.823  0.677  3.7332  3.561    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-12      0.00 7.623e-01 2.362e-01 2.736e-04 7.478e-05 6.797e-04 -1.000 1.566e-03 3.078 1.865 1.476 1.409
0.0015467 -1.00000 10.07918 0.8257120848 2.4273955142    0.824  0.721  3.7306  3.507    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-12      0.00 7.598e-01 2.386e-01 2.751e-04 7.520e-05 6.834e-04 -1.000 1.561e-03 2.968 1.744 1.348 1.281
0.0015467 -1.00000 10.07918 0.8262558579 2.4275722045    0.824  0.762  3.7286  3.459    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-12      0.00 7.578e-01 2.406e-01 2.763e-04 7.551e-05 6.862e-04 -1.000 1.535e-03 2.866 1.634 1.232 1.165
0.0015467 -1.00000 10.07918 0.8268592358 2.4277679497    0.825  0.811  3.7266  3.402    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.76e-12      0.00 7.556e-01 2.428e-01 2.773e-04 7.582e-05 6.888e-04 -1.000 1.577e-03 2.743 1.504 1.097 1.028
0.0015467 -1.00000 10.07918 0.8274167776 2.4279485331    0.825  0.860  3.7249  3.347    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-12      0.00 7.535e-01 2.450e-01 2.779e-04 7.609e-05 6.909e-04 -1.000 1.547e-03 2.621 1.374 0.962 0.893
0.0015467 -1.00000 10.07918 0.8279762268 2.4281294532    0.826  0.913  3.7232  3.286    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.55e-12      0.00 7.513e-01 2.472e-01 2.780e-04 7.647e-05 6.927e-04 -1.000 1.551e-03 2.486 1.233 0.816 0.747
0.0015467 -1.00000 10.07918 0.8284717202 2.4282894561    0.826  0.966  3.7216  3.228    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -3.07e-12      0.00 7.493e-01 2.492e-01 2.774e-04 7.715e-05 6.941e-04 -1.000 1.545e-03 2.356 1.097 0.675 0.605
0.0015467 -1.00000 10.07918 0.8288919926 2.4284249964    0.827  1.014  3.7202  3.175    3  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -3.65e-12      0.00 7.476e-01 2.508e-01 2.762e-04 7.828e-05 6.951e-04 -1.000 1.577e-03 2.236 0.971 0.546 0.475
0.0015467 -1.00000 10.07918 0.8292210102 2.4285309963    0.827  1.054  3.7189  3.129    3  0.000  0.527     0.00     0.00     0.00     0.00     0.00 -1 -4.22e-12      0.00 7.463e-01 2.521e-01 2.748e-04 7.960e-05 6.957e-04 -1.000 1.578e-03 2.135 0.865 0.436 0.365
0.0015467 -1.00000 10.07918 0.8295852542 2.4286482323    0.827  1.102  3.7174  3.075    3  0.000  0.523     0.00     0.00     0.00     0.00     0.00 -1 -5.02e-12      0.00 7.450e-01 2.534e-01 2.729e-04 8.156e-05 6.964e-04 -1.000 1.582e-03 2.014 0.738 0.304 0.233
0.0015467 -1.00000 10.07918 0.8299335241 2.4287602163    0.827  1.153  3.7157  3.017    3  0.000  0.518     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-12      0.00 7.438e-01 2.546e-01 2.708e-04 8.400e-05 6.970e-04 -1.000 1.596e-03 1.887 0.604 0.165 0.094
0.0015467 -1.00000 10.07918 0.8302489519 2.4288615468    0.828  1.204  3.7140  2.960    3  0.000  0.514     0.00     0.00     0.00     0.00     0.00 -1 -7.23e-12      0.00 7.429e-01 2.555e-01 2.688e-04 8.631e-05 6.974e-04 -1.000 1.609e-03 1.761 0.471 0.027 -0.046
0.0015467 -1.00000 10.07918 0.8305242658 2.4289499185    0.828  1.252  3.7123  2.905    3  0.000  0.511     0.00     0.00     0.00     0.00     0.00 -1 -8.61e-12      0.00 7.422e-01 2.562e-01 2.674e-04 8.803e-05 6.978e-04 -1.000 1.563e-03 1.640 0.343 -0.107 -0.179
0.0015467 -1.00000 10.07918 0.8307731748 2.4290297566    0.828  1.300  3.7105  2.850    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-11      0.00 7.417e-01 2.567e-01 2.663e-04 8.936e-05 6.979e-04 -1.000 1.572e-03 1.521 0.216 -0.239 -0.312
0.0015467 -1.00000 10.07918 0.8309970498 2.4291015180    0.828  1.346  3.7087  2.796    3  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-11      0.00 7.413e-01 2.571e-01 2.655e-04 9.042e-05 6.981e-04 -1.000 1.600e-03 1.404 0.092 -0.368 -0.442
0.0015467 -1.00000 10.07918 0.8312049508 2.4291681193    0.828  1.394  3.7068  2.741    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-11      0.00 7.412e-01 2.573e-01 2.651e-04 9.088e-05 6.982e-04 -1.000 1.565e-03 1.285 -0.034 -0.500 -0.575
0.0015467 -1.00000 10.07918 0.8313889503 2.4292270318    0.828  1.440  3.7049  2.688    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-11      0.00 7.411e-01 2.573e-01 2.649e-04 9.110e-05 6.982e-04 -1.000 1.592e-03 1.171 -0.155 -0.628 -0.703
0.0015467 -1.00000 10.07918 0.8315605521 2.4292819477    0.828  1.486  3.7029  2.633    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -2.02e-11      0.00 7.411e-01 2.573e-01 2.649e-04 9.116e-05 6.982e-04 -1.000 1.593e-03 1.054 -0.280 -0.758 -0.834
0.0015467 -1.00000 10.07918 0.8317122459 2.4293304711    0.828  1.531  3.7009  2.580    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-11      0.00 7.411e-01 2.574e-01 2.649e-04 9.119e-05 6.982e-04 -1.000 1.593e-03 0.942 -0.400 -0.884 -0.961
0.0015467 -1.00000 10.07918 0.8318474889 2.4293737150    0.828  1.575  3.6989  2.529    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -2.79e-11      0.00 7.410e-01 2.574e-01 2.648e-04 9.123e-05 6.983e-04 -1.000 1.594e-03 0.834 -0.516 -1.007 -1.084
0.0015467 -1.00000 10.07918 0.8319728374 2.4294137807    0.828  1.618  3.6969  2.478    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -3.27e-11      0.00 7.410e-01 2.574e-01 2.648e-04 9.126e-05 6.983e-04 -1.000 1.594e-03 0.725 -0.632 -1.130 -1.208
0.0015467 -1.00000 10.07918 0.8320841193 2.4294493387    0.828  1.660  3.6949  2.428    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -3.82e-11      0.00 7.410e-01 2.574e-01 2.648e-04 9.128e-05 6.983e-04 -1.000 1.594e-03 0.620 -0.745 -1.248 -1.327
0.0015467 -1.00000 10.07918 0.8321890235 2.4294828487    0.828  1.702  3.6928  2.377    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -4.47e-11      0.00 7.410e-01 2.574e-01 2.648e-04 9.131e-05 6.983e-04 -1.000 1.594e-03 0.514 -0.859 -1.368 -1.448
0.0015467 -1.00000 10.07918 0.8322835565 2.4295130375    0.828  1.743  3.6907  2.327    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -5.19e-11      0.00 7.410e-01 2.574e-01 2.648e-04 9.133e-05 6.983e-04 -1.000 1.594e-03 0.412 -0.969 -1.484 -1.565
0.0015467 -1.00000 10.07918 0.8323718905 2.4295412396    0.827  1.783  3.6886  2.279    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-11      0.00 7.410e-01 2.574e-01 2.647e-04 9.135e-05 6.983e-04 -1.000 1.595e-03 0.312 -1.077 -1.598 -1.680
0.0015467 -1.00000 10.07918 0.8324565887 2.4295682743    0.827  1.822  3.6866  2.232    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -6.95e-11      0.00 7.410e-01 2.574e-01 2.647e-04 9.137e-05 6.983e-04 -1.000 1.595e-03 0.215 -1.181 -1.709 -1.792
0.0015467 -1.00000 10.07918 0.8325433731 2.4295959685    0.827  1.856  3.6849  2.191    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1  -7.9e-11      0.00 7.410e-01 2.574e-01 2.647e-04 9.140e-05 6.983e-04 -1.000 1.595e-03 0.129 -1.273 -1.807 -1.891
0.0015467 -1.00000 10.07918 0.8326222301 2.4296211271    0.827  1.878  3.6838  2.165    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1  -8.6e-11      0.00 7.410e-01 2.574e-01 2.647e-04 9.142e-05 6.983e-04 -1.000 1.595e-03 0.075 -1.331 -1.868 -1.952
0.0015467 -1.00000 10.07918 0.8327016234 2.4296464513    0.827  1.854  3.6856  2.196    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -7.91e-11      0.00 7.410e-01 2.574e-01 2.647e-04 9.143e-05 6.983e-04 -1.000 1.595e-03 0.135 -1.264 -1.796 -1.879
0.0015467 -1.00000 10.07918 0.8327156901 2.4296509376    0.827  1.849  3.6860  2.202    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -7.77e-11      0.00 7.410e-01 2.574e-01 2.647e-04 9.144e-05 6.983e-04 -1.000 1.595e-03 0.147 -1.251 -1.782 -1.865
0.0015467 -1.00000 10.07918 0.8327741027 2.4296695652    0.826  1.886  3.6840  2.158    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1  -8.8e-11      0.00 7.410e-01 2.574e-01 2.647e-04 9.145e-05 6.983e-04 -1.000 1.595e-03 0.056 -1.350 -1.887 -1.971
0.0015467 -1.00000 10.07918 0.8328384757 2.4296900902    0.826  1.927  3.6816  2.106    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-10      0.00 7.410e-01 2.574e-01 2.647e-04 9.147e-05 6.983e-04 -1.000 1.596e-03 -0.048 -1.462 -2.007 -2.092
0.0015467 -1.00000 10.07918 0.8329007030 2.4297099275    0.826  1.969  3.6792  2.054    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1  -1.2e-10      0.00 7.410e-01 2.574e-01 2.646e-04 9.148e-05 6.984e-04 -1.000 1.596e-03 -0.154 -1.576 -2.129 -2.215
0.0015467 -1.00000 10.07918 0.8329576254 2.4297280708    0.826  2.011  3.6768  2.003    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1  -1.4e-10      0.00 7.410e-01 2.574e-01 2.646e-04 9.150e-05 6.984e-04 -1.000 1.596e-03 -0.257 -1.688 -2.249 -2.336
0.0015467 -1.00000 10.07918 0.8330114484 2.4297452235    0.825  2.053  3.6743  1.951    3  0.000  0.506     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-10      0.00 7.410e-01 2.575e-01 2.646e-04 9.151e-05 6.984e-04 -1.000 1.596e-03 -0.362 -1.803 -2.370 -2.458
0.0015467 -1.00000 10.07918 0.8330599666 2.4297606834    0.825  2.093  3.6718  1.900    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-10      0.00 7.409e-01 2.575e-01 2.646e-04 9.152e-05 6.984e-04 -1.000 1.596e-03 -0.463 -1.914 -2.487 -2.576
0.0015467 -1.00000 10.07918 0.8331050873 2.4297750589    0.824  2.134  3.6693  1.849    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1 -2.22e-10      0.00 7.409e-01 2.575e-01 2.646e-04 9.153e-05 6.984e-04 -1.000 1.596e-03 -0.565 -2.026 -2.605 -2.694
0.0015467 -1.00000 10.07918 0.8331464529 2.4297882365    0.824  2.174  3.6668  1.799    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1 -2.58e-10      0.00 7.409e-01 2.575e-01 2.646e-04 9.154e-05 6.984e-04 -1.000 1.596e-03 -0.666 -2.136 -2.721 -2.812
0.0015467 -1.00000 10.07918 0.8331847787 2.4298004443    0.823  2.214  3.6642  1.748    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1    -3e-10      0.00 7.409e-01 2.575e-01 2.646e-04 9.155e-05 6.984e-04 -1.000 1.596e-03 -0.766 -2.246 -2.837 -2.929
0.0015467 -1.00000 10.07918 0.8332195282 2.4298115119    0.823  2.254  3.6616  1.698    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1 -3.48e-10      0.00 7.409e-01 2.575e-01 2.646e-04 9.156e-05 6.984e-04 -1.000 1.596e-03 -0.864 -2.353 -2.951 -3.044
0.0015467 -1.00000 10.07918 0.8332524300 2.4298219900    0.822  2.293  3.6590  1.648    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1 -4.05e-10      0.00 7.409e-01 2.575e-01 2.646e-04 9.157e-05 6.984e-04 -1.000 1.596e-03 -0.964 -2.462 -3.066 -3.161
0.0015467 -1.00000 10.07918 0.8332824111 2.4298315371    0.822  2.332  3.6564  1.598    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1 -4.69e-10      0.00 7.409e-01 2.575e-01 2.646e-04 9.158e-05 6.984e-04 -1.000 1.596e-03 -1.061 -2.568 -3.180 -3.276
0.0015467 -1.00000 10.07918 0.8333101273 2.4298403623    0.821  2.371  3.6538  1.548    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1 -5.42e-10      0.00 7.409e-01 2.575e-01 2.646e-04 9.158e-05 6.984e-04 -1.000 1.597e-03 -1.158 -2.674 -3.292 -3.390
0.0015467 -1.00000 10.07918 0.8333356380 2.4298484847    0.820  2.409  3.6512  1.500    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1 -6.27e-10      0.00 7.409e-01 2.575e-01 2.646e-04 9.159e-05 6.984e-04 -1.000 1.597e-03 -1.253 -2.777 -3.402 -3.502
0.0015467 -1.00000 10.07918 0.8333647847 2.4298577640    0.819  2.456  3.6478  1.439    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1 -7.49e-10      0.00 7.409e-01 2.575e-01 2.646e-04 9.160e-05 6.984e-04 -1.000 1.597e-03 -1.370 -2.905 -3.540 -3.644
0.0015467 -1.00000 10.07918 0.8333866596 2.4298647277    0.818  2.494  3.6452  1.389    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1 -8.66e-10      0.00 7.409e-01 2.575e-01 2.646e-04 9.160e-05 6.984e-04 -1.000 1.597e-03 -1.466 -3.008 -3.652 -3.758
0.0015467 -1.00000 10.07918 0.8334106803 2.4298723741    0.817  2.539  3.6419  1.331    3  0.000  0.505     9.66     7.29     5.12     3.97     3.21  3 -1.03e-09      0.00 7.409e-01 2.575e-01 2.646e-04 9.161e-05 6.984e-04 -1.000 1.597e-03 -1.579 -3.130 -3.785 -3.894
0.0015467 -1.00000 10.07918 0.8334333897 2.4298796025    0.816  2.585  3.6386  1.271    3  0.000  0.505    10.96     8.13     5.67     4.41     3.57  3 -1.23e-09      0.00 7.409e-01 2.575e-01 2.646e-04 9.161e-05 6.984e-04 -1.000 1.597e-03 -1.694 -3.254 -3.920 -4.032
0.0015467 -1.00000 10.07918 0.8334506154 2.4298850852    0.815  2.623  3.6359  1.222    3  0.000  0.505    12.15     8.87     6.17     4.80     3.89  3 -1.42e-09      0.00 7.409e-01 2.575e-01 2.646e-04 9.162e-05 6.984e-04 -1.000 1.597e-03 -1.787 -3.355 -4.030 -4.145
0.0015467 -1.00000 10.07918 0.8334694505 2.4298910799    0.814  2.667  3.6325  1.164    3  0.000  0.505    13.73     9.85     6.82     5.31     4.30  3 -1.68e-09      0.00 7.409e-01 2.575e-01 2.646e-04 9.162e-05 6.984e-04 -1.000 1.597e-03 -1.897 -3.473 -4.160 -4.277
0.0015467 -1.00000 10.07918 0.8334872723 2.4298967517    0.812  2.712  3.6292  1.105    3  0.000  0.505    15.55    10.95     7.54     5.89     4.77  2 -1.99e-09      0.00 7.409e-01 2.575e-01 2.646e-04 9.163e-05 6.984e-04 -1.000 1.597e-03 -2.009 -3.593 -4.292 -4.413
0.0015467 -1.00000 10.07918 0.8335042596 2.4299021577    0.810  2.758  3.6258  1.044    3  0.000  0.505    17.65    12.21     8.37     6.54     5.30  2 -2.37e-09      0.00 7.409e-01 2.575e-01 2.645e-04 9.163e-05 6.984e-04 -1.000 1.597e-03 -2.124 -3.716 -4.426 -4.551
0.0015467 -1.00000 10.07918 0.8335187435 2.4299067668    0.808  2.800  3.6225  0.988    3  0.000  0.505    19.88    13.52     9.22     7.22     5.85  2  -2.8e-09      0.00 7.409e-01 2.575e-01 2.645e-04 9.163e-05 6.984e-04 -1.000 1.597e-03 -2.229 -3.829 -4.550 -4.679
0.0015467 -1.00000 10.07918 0.8335325718 2.4299111672    0.806  2.843  3.6191  0.930    3  0.000  0.505    22.45    14.99    10.18     7.98     6.47  2  -3.3e-09      0.00 7.409e-01 2.575e-01 2.645e-04 9.164e-05 6.984e-04 -1.000 1.597e-03 -2.337 -3.945 -4.678 -4.811
0.0015467 -1.00000 10.07918 0.8335457444 2.4299153587    0.804  2.887  3.6157  0.871    3  0.000  0.505    25.41    16.67    11.26     8.84     7.17  2 -3.92e-09      0.00 7.409e-01 2.575e-01 2.645e-04 9.164e-05 6.984e-04 -1.000 1.597e-03 -2.447 -4.062 -4.807 -4.945
0.0015467 -1.00000 10.07918 0.8335576057 2.4299191328    0.801  2.929  3.6124  0.814    3  0.000  0.505    28.67    18.47    12.42     9.77     7.93  2 -4.63e-09      0.00 7.409e-01 2.575e-01 2.645e-04 9.164e-05 6.984e-04 -1.000 1.597e-03 -2.554 -4.176 -4.932 -5.074
0.0015467 -1.00000 10.07918 0.8335685134 2.4299226034    0.799  2.971  3.6090  0.757    3  0.000  0.505    32.31    20.45    13.69    10.79     8.75  1 -5.45e-09      0.00 7.409e-01 2.575e-01 2.645e-04 9.165e-05 6.984e-04 -1.000 1.597e-03 -2.659 -4.288 -5.056 -5.202
0.0015467 -1.00000 10.07918 0.8335788250 2.4299258842    0.796  3.014  3.6057  0.700    3  0.000  0.505    36.42    22.65    15.09    11.91     9.67  1 -6.42e-09      0.00 7.409e-01 2.575e-01 2.645e-04 9.165e-05 6.984e-04 -1.000 1.597e-03 -2.764 -4.400 -5.179 -5.330
0.0015467 -1.00000 10.07918 0.8335887194 2.4299290322    0.792  3.057  3.6023  0.641    3  0.000  0.505    41.19    25.15    16.68    13.18    10.70  1 -7.61e-09      0.00 7.409e-01 2.575e-01 2.645e-04 9.165e-05 6.984e-04 -1.000 1.597e-03 -2.872 -4.514 -5.305 -5.461
0.0015467 -1.00000 10.07918 0.8335973620 2.4299317819    0.789  3.097  3.5990  0.586    3  0.000  0.505    46.24    27.75    18.32    14.50    11.78  1 -8.91e-09      0.00 7.409e-01 2.575e-01 2.645e-04 9.165e-05 6.984e-04 -1.000 1.597e-03 -2.972 -4.620 -5.423 -5.583
0.0015467 -1.00000 10.07918 0.8336057663 2.4299344557    0.785  3.138  3.5957  0.529    3  0.000  0.505    52.12    30.72    20.18    16.01    13.00  1 -1.05e-08      0.00 7.409e-01 2.575e-01 2.645e-04 9.166e-05 6.984e-04 -1.000 1.597e-03 -3.075 -4.729 -5.544 -5.709
0.0015467 -1.00000 10.07918 0.8336136937 2.4299369777    0.780  3.180  3.5924  0.472    3  0.000  0.505    58.80    34.03    22.25    17.68    14.36  1 -1.24e-08      0.00 7.409e-01 2.575e-01 2.645e-04 9.166e-05 6.984e-04 -1.000 1.597e-03 -3.179 -4.839 -5.665 -5.836
0.0015467 -1.00000 10.07918 0.8336209655 2.4299392911    0.775  3.220  3.5890  0.416    3  0.000  0.505    66.19    37.62    24.48    19.49    15.84  1 -1.45e-08      0.00 7.409e-01 2.575e-01 2.645e-04 9.166e-05 6.984e-04 -1.000 1.597e-03 -3.279 -4.946 -5.783 -5.960
0.0015467 -1.00000 10.07918 0.8336276412 2.4299414148    0.770  3.259  3.5857  0.360    3  0.000  0.505    74.32    41.49    26.88    21.43    17.42  1  -1.7e-08      0.00 7.409e-01 2.575e-01 2.645e-04 9.166e-05 6.984e-04 -1.000 1.597e-03 -3.377 -5.049 -5.897 -6.080
0.0015467 -1.00000 10.07918 0.8336338997 2.4299434058    0.764  3.297  3.5825  0.306    3  0.000  0.505    83.25    45.66    29.45    23.52    19.12  1 -1.98e-08      0.00 7.409e-01 2.575e-01 2.645e-04 9.166e-05 6.984e-04 -1.000 1.597e-03 -3.472 -5.150 -6.008 -6.196
